"year","overall","to","pos","gp","ps"
2005,41,2018,"G",398,60.9
2005,42,2020,"LW",739,18.9
2005,43,2018,"RW",127,0.1
2005,44,2023,"C",1145,84.7
2005,45,2013,"LW",341,17
2005,46,2010,"D",22,0.5
2005,47,2005,"LW",0,0
2005,48,2005,"RW",0,0
2005,49,2005,"D",0,0
2005,50,2005,"C",0,0
2005,51,2017,"LW",546,25
2005,52,2005,"C",0,0
2005,53,2005,"LW",0,0
2005,54,2005,"RW",0,0
2005,55,2019,"D",512,21.3
2005,56,2015,"C",151,0
2005,57,2014,"LW",76,0.2
2005,58,2005,"D",0,0
2005,59,2005,"G",0,0
2005,60,2005,"D",0,0
2005,61,2005,"LW",0,0
2005,62,2025,"D",1161,126.9
2005,63,2005,"RW",0,0
2005,64,2005,"C",0,0
2005,65,2005,"G",0,0
2005,66,2011,"C",1,0
2005,67,2022,"D",912,49.1
2005,68,2012,"C",4,0
2005,69,2005,"D",0,0
2005,70,2005,"D",0,0
2005,71,2016,"LW",139,1.1
2005,72,2025,"G",804,127.1
2005,73,2010,"LW",7,0
2005,74,2005,"C",0,0
2005,75,2010,"C",1,0
2005,76,2005,"W",0,0
2005,77,2005,"D",0,0
2005,78,2012,"D",17,0
2005,79,2018,"D",550,37
2005,80,2005,"C",0,0
2005,81,2011,"D",59,1.1
2005,82,2009,"D",10,0.2
2005,83,2010,"RW",2,0
2005,84,2015,"D",219,7.1
2005,85,2020,"G",413,76.4
2005,86,2005,"C/W",0,0
2005,87,2016,"D",78,0.7
2005,88,2011,"C",112,2.5
2005,89,2005,"C",0,0
2005,90,2005,"RW",0,0
2005,91,2011,"D",66,0.7
2005,92,2005,"RW",0,0
2005,93,2005,"LW",0,0
2005,94,2005,"D",0,0
2005,95,2017,"C",75,0
2005,96,2019,"D",407,17
2005,97,2017,"C",278,0.7
2005,98,2009,"C",11,0
2005,99,2010,"RW",9,0
2005,100,2007,"D",1,0
2005,101,2018,"RW",579,0.5
2005,102,2015,"C",132,0
2005,103,2012,"RW",43,0.4
2005,104,2005,"D",0,0
2005,105,2022,"D",1109,90.3
2005,106,2020,"C",548,10.8
2005,107,2019,"C",445,3.7
2005,108,2021,"D",821,44.8
2005,109,2005,"D",0,0
2005,110,2005,"C",0,0
2005,111,2005,"RW",0,0
2005,112,2023,"G",179,25.8
2005,113,2005,"C/LW",0,0
2005,114,2005,"G",0,0
2005,115,2005,"LW",0,0
2005,116,2009,"LW",4,0.3
2005,117,2005,"RW",0,0
2005,118,2005,"D",0,0
2005,119,2010,"G",1,0
2005,120,2005,"LW",0,0
2005,121,2005,"RW",0,0
2005,122,2005,"RW",0,0
2005,123,2005,"C",0,0
2005,124,2011,"D",8,0.2
2005,125,2005,"D",0,0
2005,126,2005,"RW",0,0
2005,127,2005,"LW",0,0
2005,128,2005,"G",0,0
2005,129,2005,"D",0,0
2005,130,2005,"C",0,0
2005,131,2007,"G",2,0.1
2005,132,2023,"C/LW",823,21.4
2005,133,2005,"RW",0,0
2005,134,2005,"D",0,0
2005,135,2005,"RW",0,0
2005,136,2005,"D",0,0
2005,137,2005,"RW",0,0
2005,138,2005,"C",0,0
2005,139,2005,"D",0,0
2005,140,2005,"G",0,0
2005,141,2009,"D",2,0.3
2005,142,2021,"C",435,12.7
2005,143,2005,"G",0,0
2005,144,2006,"RW",1,0
2005,145,2005,"D",0,0
2005,146,2013,"C",229,1.9
2005,147,2005,"D",0,0
2005,148,2005,"C",0,0
2005,149,2013,"D",116,2.4
2005,150,2018,"C",145,3.4
2005,151,2005,"D",0,0
2005,152,2005,"RW",0,0
2005,153,2005,"RW",0,0
2005,154,2005,"C",0,0
2005,155,2017,"D",389,17
2005,156,2025,"RW",912,5.9
2005,157,2005,"LW",0,0
2005,158,2008,"G",1,0
2005,159,2005,"D",0,0
2005,160,2012,"RW",1,0
2005,161,2012,"G",1,0
2005,162,2005,"LW",0,0
2005,163,2005,"RW",0,0
2005,164,2005,"D",0,0
2005,165,2005,"G",0,0
2005,166,2005,"D",0,0
2005,167,2005,"G",0,0
2005,168,2010,"F",9,0.3
2005,169,2005,"D",0,0
2005,170,2005,"D",0,0
2005,171,2014,"C",12,0
2005,172,2005,"RW",0,0
2005,173,2005,"LW",0,0
2005,174,2005,"D",0,0
2005,175,2005,"D",0,0
2005,176,2005,"RW",0,0
2005,177,2005,"D",0,0
2005,178,2005,"W",0,0
2005,179,2015,"LW",60,0.1
2005,180,2005,"D",0,0
2005,181,2014,"LW",162,1.8
2005,182,2005,"G",0,0
2005,183,2005,"D",0,0
2005,184,2005,"D",0,0
2005,185,2012,"D",3,0
2005,186,2005,"D",0,0
2005,187,2011,"D",4,0
2005,188,2005,"D",0,0
2005,189,2005,"C",0,0
2005,190,2014,"RW",324,9.4
2005,191,2005,"D",0,0
2005,192,2013,"LW",9,0
2005,193,2005,"LW",0,0
2005,194,2005,"D",0,0
2005,195,2016,"C",234,0.8
2005,196,2005,"D",0,0
2005,197,2005,"G",0,0
2005,198,2005,"D",0,0
2005,199,2005,"RW",0,0
2005,200,2013,"LW",353,18.3
2005,201,2005,"D",0,0
2005,202,2005,"RW",0,0
2005,203,2005,"C",0,0
2005,204,2016,"C/LW",286,8.2
2005,205,2011,"C",6,0.1
2005,206,2005,"D",0,0
2005,207,2005,"LW",0,0
2005,208,2005,"D",0,0
2005,209,2005,"D",0,0
2005,210,2005,"C/LW",0,0
2005,211,2012,"C",41,0
2005,212,2005,"RW",0,0
2005,213,2005,"D",0,0
2005,214,2005,"D",0,0
2005,215,2005,"LW",0,0
2005,216,2023,"D",938,56.5
2005,217,2005,"C",0,0
2005,218,2005,"C",0,0
2005,219,2005,"RW",0,0
2005,220,2005,"LW",0,0
2005,221,2005,"D",0,0
2005,222,2015,"D",139,5.7
2005,223,2005,"G",0,0
2005,224,2005,"RW",0,0
2006,1,2025,"D",1023,64.4
2006,2,2025,"C",1328,69.5
2006,3,2023,"C",1067,103.6
2006,4,2024,"C",1105,104.9
2006,5,2023,"RW",1286,105
2006,6,2023,"C",1013,54.4
2006,7,2024,"RW",1051,57.4
2006,8,2013,"C",297,15.1
2006,9,2015,"C",394,3
2006,10,2021,"LW",858,36.2
2006,11,2022,"G",404,68.4
2006,12,2020,"RW",843,52.6
2006,13,2016,"C",446,19.2
2006,14,2020,"RW",640,34.8
2006,15,2009,"G",1,0
2006,16,2012,"D",26,1.6
2006,17,2025,"C",1034,13.5
2006,18,2020,"RW",668,35.5
2006,19,2006,"D",0,0
2006,20,2006,"D",0,0
2006,21,2013,"D",45,0.8
2006,22,2025,"RW",1263,114.8
2006,23,2025,"G",621,118.1
2006,24,2006,"D",0,0
2006,25,2019,"C",717,36.5
2006,26,2013,"G",13,1.8
2006,27,2010,"D",5,0.2
2006,28,2025,"LW",1233,56.7
2006,29,2016,"D",70,0.1
2006,30,2011,"D",34,0.9
2006,31,2010,"C",6,0.2
2006,32,2012,"D",1,0.2
2006,33,2006,"RW",0,0
2006,34,2019,"G",257,39.3
2006,35,2006,"RW",0,0
2006,36,2019,"LW",617,19.5
2006,37,2006,"D",0,0
2006,38,2006,"C",0,0
2006,39,2013,"RW",183,1.2
2006,40,2006,"C",0,0
2006,41,2014,"C",139,1.4
2006,42,2006,"D",0,0
2006,43,2006,"C",0,0
2006,44,2018,"LW",669,25.5
2006,45,2025,"D",981,60
2006,46,2017,"G",153,24
2006,47,2018,"C",551,15.9
2006,48,2006,"D",0,0
2006,49,2012,"C",47,0.1
2006,50,2024,"LW",1177,60.8
2006,51,2006,"D",0,0
2006,52,2006,"D",0,0
2006,53,2010,"D",3,0.1
2006,54,2021,"C",771,38.9
2006,55,2006,"D",0,0
2006,56,2012,"C",55,1.5
2006,57,2016,"D",351,10.2
2006,58,2011,"LW",18,0.4
2006,59,2006,"C",0,0
2006,60,2015,"LW",129,0.7
2006,61,2006,"D",0,0
2006,62,2006,"W",0,0
2006,63,2017,"D",348,21.3
2006,64,2010,"D",4,0
2006,65,2017,"D",187,4.9
2006,66,2017,"C",313,2.9
2006,67,2006,"D",0,0
2006,68,2019,"D",289,10.9
2006,69,2018,"G",476,77.8
2006,70,2006,"W",0,0
2006,71,2025,"LW",1100,125.6
2006,72,2024,"RW",1064,22.3
2006,73,2006,"RW",0,0
2006,74,2017,"G",48,6.5
2006,75,2013,"D",160,3.7
2006,76,2006,"C",0,0
2006,77,2012,"RW",82,0.6
2006,78,2009,"D",6,0.2
2006,79,2012,"C",14,0.1
2006,80,2006,"RW",0,0
2006,81,2006,"C",0,0
2006,82,2006,"D",0,0
2006,83,2006,"D",0,0
2006,84,2006,"LW",0,0
2006,85,2017,"LW",154,0.9
2006,86,2016,"LW",1,0
2006,87,2006,"C",0,0
2006,88,2006,"LW",0,0
2006,89,2006,"F",0,0
2006,90,2006,"LW",0,0
2006,91,2013,"LW",91,0
2006,92,2006,"G",0,0
2006,93,2006,"C/RW",0,0
2006,94,2006,"C",0,0
2006,95,2006,"D",0,0
2006,96,2006,"G",0,0
2006,97,2010,"LW",3,0
2006,98,2006,"D",0,0
2006,99,2025,"G",525,88.9
2006,100,2012,"RW",7,0
2006,101,2006,"D",0,0
2006,102,2006,"D",0,0
2006,103,2013,"D",2,0
2006,104,2006,"RW",0,0
2006,105,2006,"LW",0,0
2006,106,2018,"G",76,8.9
2006,107,2006,"D",0,0
2006,108,2006,"G",0,0
2006,109,2006,"G",0,0
2006,110,2006,"D",0,0
2006,111,2020,"D",206,5.8
2006,112,2019,"LW",477,14.6
2006,113,2006,"D",0,0
2006,114,2006,"D",0,0
2006,115,2006,"C",0,0
2006,116,2006,"D",0,0
2006,117,2006,"C",0,0
2006,118,2006,"C",0,0
2006,119,2006,"C",0,0
2006,120,2019,"G",48,6.1
2006,121,2006,"D",0,0
2006,122,2006,"C",0,0
2006,123,2006,"C",0,0
2006,124,2006,"C",0,0
2006,125,2019,"G",192,26.4
2006,126,2011,"D",1,0
2006,127,2006,"LW",0,0
2006,128,2016,"D",42,0.1
2006,129,2006,"RW",0,0
2006,130,2006,"G",0,0
2006,131,2006,"RW",0,0
2006,132,2006,"G",0,0
2006,133,2006,"G",0,0
2006,134,2006,"LW",0,0
2006,135,2006,"G",0,0
2006,136,2006,"LW",0,0
2006,137,2006,"W",0,0
2006,138,2012,"C",7,0.2
2006,139,2006,"D",0,0
2006,140,2006,"D",0,0
2006,141,2006,"W",0,0
2006,142,2006,"D",0,0
2006,143,2006,"RW",0,0
2006,144,2006,"D",0,0
2006,145,2013,"RW",5,0
2006,146,2011,"G",1,0.1
2006,147,2022,"D",243,7.6
2006,148,2011,"D",18,0.2
2006,149,2006,"RW",0,0
2006,150,2006,"LW",0,0
2006,151,2006,"G",0,0
2006,152,2006,"D",0,0
2006,153,2006,"C",0,0
2006,154,2006,"LW",0,0
2006,155,2006,"D",0,0
2006,156,2006,"C",0,0
2006,157,2006,"C",0,0
2006,158,2006,"C",0,0
2006,159,2006,"D",0,0
2006,160,2019,"D",586,31.3
2006,161,2017,"LW",488,16.4
2006,162,2006,"W",0,0
2006,163,2011,"RW",8,0
2006,164,2006,"D",0,0
2006,165,2006,"C",0,0
2006,166,2006,"C",0,0
2006,167,2006,"LW",0,0
2006,168,2006,"D",0,0
2006,169,2006,"C",0,0
2006,170,2006,"W",0,0
2006,171,2006,"RW",0,0
2006,172,2008,"C",3,0.2
2006,173,2006,"G",0,0
2006,174,2006,"C",0,0
2006,175,2006,"G",0,0
2006,176,2006,"RW",0,0
2006,177,2022,"C",708,37.2
2006,178,2006,"C",0,0
2006,179,2006,"C",0,0
2006,180,2022,"C",491,13.5
2006,181,2006,"D",0,0
2006,182,2013,"LW",46,0
2006,183,2006,"RW",0,0
2006,184,2006,"D",0,0
2006,185,2006,"D",0,0
2006,186,2014,"C",1,0
2006,187,2006,"LW",0,0
2006,188,2006,"D",0,0
2006,189,2018,"RW",515,6.8
2006,190,2006,"LW",0,0
2006,191,2006,"RW",0,0
2006,192,2006,"C",0,0
2006,193,2006,"G",0,0
2006,194,2006,"LW",0,0
2006,195,2006,"C",0,0
2006,196,2014,"C",98,2.5
2006,197,2006,"RW",0,0
2006,198,2006,"LW",0,0
2006,199,2006,"D",0,0
2006,200,2012,"D",15,0.6
2006,201,2006,"G",0,0
2006,202,2016,"LW",88,0
2006,203,2006,"LW",0,0
2006,204,2006,"C",0,0
2006,205,2006,"RW",0,0
2006,206,2006,"W",0,0
2006,207,2006,"C",0,0
2006,208,2006,"D",0,0
2006,209,2006,"D",0,0
2006,210,2018,"D",1,0
2006,211,2019,"RW",372,7.7
2006,212,2006,"D",0,0
2006,213,2006,"D",0,0
2007,1,2025,"RW",1302,148.5
2007,2,2025,"LW",1082,72.8
2007,3,2022,"C",776,42
2007,4,2022,"D",456,23.8
2007,5,2020,"D",686,32.1
2007,6,2024,"C",1043,45.7
2007,7,2023,"RW",1058,76.4
2007,8,2012,"C",20,0.2
2007,9,2024,"C",933,81
2007,10,2015,"D",212,5.7
2007,11,2021,"C/RW",770,26.6
2007,12,2025,"D",1010,93.3
2007,13,2025,"C",1116,34.4
2007,14,2024,"D",952,80.6
2007,15,2012,"D",10,0.3
2007,16,2013,"LW",154,0
2007,17,2007,"RW",0,0
2007,18,2025,"D",908,49.3
2007,19,2007,"C",0,0
2007,20,2007,"C",0,0
2007,21,2024,"C",628,12.9
2007,22,2025,"LW",939,85.5
2007,23,2015,"D",110,4.3
2007,24,2025,"C",1066,52.9
2007,25,2007,"C",0,0
2007,26,2025,"LW",1174,83.8
2007,27,2025,"D",726,28.4
2007,28,2013,"D",1,0
2007,29,2018,"C",77,0.7
2007,30,2007,"D",0,0
2007,31,2016,"D",53,1.1
2007,32,2012,"LW",18,0.5
2007,33,2007,"D",0,0
2007,34,2007,"D",0,0
2007,35,2016,"D",3,0
2007,36,2007,"G",0,0
2007,37,2007,"RW",0,0
2007,38,2013,"LW",3,0
2007,39,2007,"RW",0,0
2007,40,2012,"RW",72,1.6
2007,41,2012,"D",10,0
2007,42,2019,"C",150,0
2007,43,2022,"D",834,83.3
2007,44,2014,"RW",68,0.8
2007,45,2011,"D",3,0
2007,46,2007,"D",0,0
2007,47,2015,"C/RW",135,0
2007,48,2007,"G",0,0
2007,49,2007,"G",0,0
2007,50,2007,"C",0,0
2007,51,2007,"C",0,0
2007,52,2011,"C",87,2.1
2007,53,2007,"D",0,0
2007,54,2017,"G",10,0.8
2007,55,2015,"LW",321,7
2007,56,2013,"RW",7,0.5
2007,57,2007,"LW",0,0
2007,58,2016,"C",437,7.5
2007,59,2007,"D",0,0
2007,60,2007,"LW",0,0
2007,61,2023,"RW",1037,55.2
2007,62,2011,"D",11,0
2007,63,2012,"C",29,0
2007,64,2007,"RW",0,0
2007,65,2007,"C",0,0
2007,66,2007,"LW",0,0
2007,67,2012,"RW",25,1.1
2007,68,2007,"W",0,0
2007,69,2007,"C",0,0
2007,70,2009,"D",3,0
2007,71,2025,"RW",617,34.9
2007,72,2015,"C/LW",179,1.7
2007,73,2021,"D",499,17.9
2007,74,2007,"RW",0,0
2007,75,2007,"C",0,0
2007,76,2007,"LW",0,0
2007,77,2025,"C",950,54.1
2007,78,2025,"D",577,19.9
2007,79,2012,"RW",87,2.7
2007,80,2007,"C",0,0
2007,81,2012,"LW",1,0
2007,82,2007,"RW",0,0
2007,83,2011,"G",1,0
2007,84,2007,"C",0,0
2007,85,2007,"C/LW",0,0
2007,86,2007,"G",0,0
2007,87,2007,"D",0,0
2007,88,2016,"C",205,1.2
2007,89,2017,"RW",149,0.8
2007,90,2007,"C/LW",0,0
2007,91,2007,"G",0,0
2007,92,2007,"LW",0,0
2007,93,2021,"D",231,8.8
2007,94,2012,"LW",22,0
2007,95,2025,"D",862,65.5
2007,96,2012,"D",5,0.1
2007,97,2014,"LW",79,1.3
2007,98,2007,"G",0,0
2007,99,2015,"RW",135,2.8
2007,100,2007,"C/RW",0,0
2007,101,2007,"C",0,0
2007,102,2007,"C",0,0
2007,103,2007,"C",0,0
2007,104,2007,"LW",0,0
2007,105,2023,"C/LW",217,0.7
2007,106,2007,"LW",0,0
2007,107,2007,"C",0,0
2007,108,2007,"C",0,0
2007,109,2017,"LW",365,10.3
2007,110,2019,"D",279,4.2
2007,111,2011,"LW",35,0.3
2007,112,2022,"C/RW",535,11.4
2007,113,2007,"G",0,0
2007,114,2007,"C",0,0
2007,115,2007,"C",0,0
2007,116,2015,"D",167,2.6
2007,117,2016,"RW",280,7.4
2007,118,2016,"D",7,0.6
2007,119,2007,"C",0,0
2007,120,2007,"D",0,0
2007,121,2007,"G",0,0
2007,122,2019,"C",70,1.1
2007,123,2007,"D",0,0
2007,124,2007,"G",0,0
2007,125,2007,"RW",0,0
2007,126,2007,"D",0,0
2007,127,2012,"C",1,0
2007,128,2007,"RW",0,0
2007,129,2025,"LW",1192,111.5
2007,130,2007,"D",0,0
2007,131,2007,"D",0,0
2007,132,2017,"LW",152,3.4
2007,133,2007,"D",0,0
2007,134,2007,"D",0,0
2007,135,2020,"C",100,0.5
2007,136,2007,"C",0,0
2007,137,2007,"C",0,0
2007,138,2007,"C",0,0
2007,139,2007,"G",0,0
2007,140,2012,"C",25,0
2007,141,2023,"D",683,58.1
2007,142,2007,"LW",0,0
2007,143,2007,"C",0,0
2007,144,2011,"C",25,0
2007,145,2007,"C",0,0
2007,146,2007,"C",0,0
2007,147,2007,"C",0,0
2007,148,2007,"C",0,0
2007,149,2007,"LW",0,0
2007,150,2007,"C/RW",0,0
2007,151,2007,"C",0,0
2007,152,2010,"LW",22,0.2
2007,153,2019,"G",126,18.5
2007,154,2007,"G",0,0
2007,155,2007,"D",0,0
2007,156,2007,"C",0,0
2007,157,2007,"LW",0,0
2007,158,2012,"G",11,1.4
2007,159,2007,"D",0,0
2007,160,2019,"RW",148,0.3
2007,161,2025,"LW",848,28.8
2007,162,2015,"D",121,5.2
2007,163,2007,"D",0,0
2007,164,2018,"C",27,1
2007,165,2007,"RW",0,0
2007,166,2007,"D",0,0
2007,167,2011,"LW",10,0.2
2007,168,2022,"LW",713,30.3
2007,169,2007,"D",0,0
2007,170,2007,"D",0,0
2007,171,2016,"C",131,3.1
2007,172,2017,"LW",147,0
2007,173,2024,"C",868,32.8
2007,174,2007,"D",0,0
2007,175,2014,"C",9,0
2007,176,2007,"C",0,0
2007,177,2007,"RW",0,0
2007,178,2007,"C",0,0
2007,179,2022,"C",521,21.9
2007,180,2007,"C",0,0
2007,181,2007,"D",0,0
2007,182,2007,"G",0,0
2007,183,2007,"G",0,0
2007,184,2007,"D",0,0
2007,185,2007,"C",0,0
2007,186,2007,"LW",0,0
2007,187,2007,"G",0,0
2007,188,2007,"C",0,0
2007,189,2007,"RW",0,0
2007,190,2007,"C",0,0
2007,191,2007,"LW",0,0
2007,192,2007,"D",0,0
2007,193,2007,"C",0,0
2007,194,2021,"D",629,32.7
2007,195,2007,"RW",0,0
2007,196,2007,"D",0,0
2007,197,2007,"D",0,0
2007,198,2007,"C/RW",0,0
2007,199,2007,"LW",0,0
2007,200,2014,"RW",16,0.6
2007,201,2023,"D",842,42
2007,202,2007,"G",0,0
2007,203,2014,"LW",102,0.8
2007,204,2007,"G",0,0
2007,205,2018,"D",205,6.1
2007,206,2007,"RW",0,0
2007,207,2007,"D",0,0
2007,208,2007,"D",0,0
2007,209,2007,"D",0,0
2007,210,2007,"LW",0,0
2007,211,2007,"RW",0,0
2008,1,2025,"C",1164,147
2008,2,2025,"D",1207,135
2008,3,2025,"D",929,43
2008,4,2025,"D",1087,118.2
2008,5,2025,"D",1072,39.7
2008,6,2012,"LW",53,1.4
2008,7,2020,"C",632,29.5
2008,8,2020,"RW",709,27.4
2008,9,2023,"C",1057,50.1
2008,10,2016,"C",328,13.2
2008,11,2008,"C",0,0
2008,12,2025,"D",1066,74
2008,13,2012,"D",24,0
2008,14,2015,"C",127,2.3
2008,15,2025,"D",1084,128.8
2008,16,2017,"C",295,8.9
2008,17,2021,"D",645,43.7
2008,18,2008,"G",0,0
2008,19,2021,"D",549,22.2
2008,20,2022,"D",736,48.8
2008,21,2008,"C",0,0
2008,22,2025,"C",1060,77.6
2008,23,2012,"D",1,0
2008,24,2014,"LW",120,1.8
2008,25,2012,"C",15,0
2008,26,2022,"C",700,32.6
2008,27,2025,"D",1088,119.1
2008,28,2016,"RW",111,0.8
2008,29,2008,"C",0,0
2008,30,2015,"G",3,0.1
2008,31,2025,"G",534,86.3
2008,32,2015,"D",190,18.6
2008,33,2011,"C",15,0
2008,34,2025,"G",460,71.8
2008,35,2014,"C",3,0
2008,36,2008,"C",0,0
2008,37,2020,"D",160,4.8
2008,38,2025,"D",962,120.9
2008,39,2015,"C",41,0.5
2008,40,2021,"D",72,1.2
2008,41,2014,"D",8,0
2008,42,2017,"D",268,13.3
2008,43,2024,"D",745,48.8
2008,44,2015,"C",90,2.3
2008,45,2023,"RW",168,1.3
2008,46,2015,"D",47,1
2008,47,2012,"C",1,0
2008,48,2008,"C",0,0
2008,49,2013,"RW",2,0
2008,50,2020,"D",37,1.8
2008,51,2023,"C",890,56
2008,52,2008,"D",0,0
2008,53,2025,"D",900,46.6
2008,54,2016,"C",52,0
2008,55,2024,"D",784,39.7
2008,56,2008,"RW",0,0
2008,57,2008,"D",0,0
2008,58,2008,"RW",0,0
2008,59,2008,"G",0,0
2008,60,2018,"RW",334,10.1
2008,61,2008,"G",0,0
2008,62,2008,"C",0,0
2008,63,2008,"C",0,0
2008,64,2008,"RW",0,0
2008,65,2019,"C",307,9.4
2008,66,2008,"C",0,0
2008,67,2012,"D",45,1.9
2008,68,2013,"D",1,0.1
2008,69,2023,"D",552,26.5
2008,70,2008,"RW",0,0
2008,71,2008,"LW",0,0
2008,72,2008,"D",0,0
2008,73,2008,"RW",0,0
2008,74,2016,"D",42,0
2008,75,2012,"C",34,0
2008,76,2008,"D",0,0
2008,77,2024,"G",154,19.4
2008,78,2018,"C",357,4.3
2008,79,2020,"C",662,14.1
2008,80,2008,"D",0,0
2008,81,2008,"D",0,0
2008,82,2025,"C",993,61.6
2008,83,2008,"G",0,0
2008,84,2008,"G",0,0
2008,85,2015,"LW",171,0.6
2008,86,2008,"LW",0,0
2008,87,2008,"RW",0,0
2008,88,2008,"LW",0,0
2008,89,2008,"C",0,0
2008,90,2013,"D",30,0.7
2008,91,2008,"D",0,0
2008,92,2008,"D",0,0
2008,93,2022,"G",513,91.4
2008,94,2008,"RW",0,0
2008,95,2018,"D",55,1.6
2008,96,2019,"D",69,2.7
2008,97,2011,"C",1,0
2008,98,2008,"Centr",0,0
2008,99,2008,"C",0,0
2008,100,2008,"LW",0,0
2008,101,2008,"RW",0,0
2008,102,2013,"C",49,1.1
2008,103,2010,"D",1,0
2008,104,2008,"D",0,0
2008,105,2016,"D",79,1.8
2008,106,2022,"G",15,1.7
2008,107,2008,"D",0,0
2008,108,2008,"LW",0,0
2008,109,2012,"RW",1,0
2008,110,2008,"C",0,0
2008,111,2020,"RW",513,10.9
2008,112,2008,"D",0,0
2008,113,2008,"D",0,0
2008,114,2025,"D",962,65.7
2008,115,2008,"D",0,0
2008,116,2008,"G",0,0
2008,117,2014,"C",146,0
2008,118,2008,"F",0,0
2008,119,2023,"C",427,8.9
2008,120,2008,"C",0,0
2008,121,2025,"RW",863,52.9
2008,122,2025,"G",86,12.1
2008,123,2014,"C",155,4.7
2008,124,2008,"LW",0,0
2008,125,2008,"D",0,0
2008,126,2015,"G",50,6
2008,127,2021,"LW",566,17.4
2008,128,2022,"D",290,9.4
2008,129,2008,"C",0,0
2008,130,2008,"LW",0,0
2008,131,2008,"C",0,0
2008,132,2008,"D",0,0
2008,133,2012,"LW",2,0.1
2008,134,2008,"LW",0,0
2008,135,2012,"RW",12,0
2008,136,2008,"LW",0,0
2008,137,2016,"D",7,0
2008,138,2008,"RW",0,0
2008,139,2023,"D",458,11.1
2008,140,2013,"C",74,1.9
2008,141,2008,"C",0,0
2008,142,2008,"LW",0,0
2008,143,2008,"D",0,0
2008,144,2008,"C",0,0
2008,145,2008,"LW",0,0
2008,146,2008,"D",0,0
2008,147,2008,"RW",0,0
2008,148,2025,"LW",987,8.4
2008,149,2017,"D",151,6.8
2008,150,2010,"G",1,0.1
2008,151,2008,"C",0,0
2008,152,2020,"D",272,11.2
2008,153,2008,"C",0,0
2008,154,2008,"G",0,0
2008,155,2008,"C",0,0
2008,156,2025,"D",933,86
2008,157,2025,"RW",809,56
2008,158,2008,"G",0,0
2008,159,2008,"C",0,0
2008,160,2022,"D",132,1.8
2008,161,2008,"C",0,0
2008,162,2008,"D",0,0
2008,163,2013,"C",52,0.5
2008,164,2008,"D",0,0
2008,165,2012,"G",2,0.1
2008,166,2008,"D",0,0
2008,167,2008,"D",0,0
2008,168,2008,"C",0,0
2008,169,2017,"RW",237,3.8
2008,170,2011,"D",39,0.9
2008,171,2008,"D",0,0
2008,172,2008,"C",0,0
2008,173,2008,"C",0,0
2008,174,2008,"LW",0,0
2008,175,2011,"C",8,0
2008,176,2008,"C",0,0
2008,177,2018,"C",448,11
2008,178,2021,"C",374,0
2008,179,2008,"D",0,0
2008,180,2008,"G",0,0
2008,181,2008,"LW",0,0
2008,182,2008,"RW",0,0
2008,183,2008,"LW",0,0
2008,184,2018,"D",133,8.1
2008,185,2008,"G",0,0
2008,186,2023,"D",700,44
2008,187,2016,"C",21,0
2008,188,2015,"D",12,0
2008,189,2008,"D",0,0
2008,190,2021,"D",256,9.1
2008,191,2008,"G",0,0
2008,192,2008,"D",0,0
2008,193,2008,"D",0,0
2008,194,2008,"RW",0,0
2008,195,2008,"LW",0,0
2008,196,2014,"G",1,0
2008,197,2008,"C",0,0
2008,198,2008,"D",0,0
2008,199,2008,"LW",0,0
2008,200,2008,"C",0,0
2008,201,2008,"C",0,0
2008,202,2008,"D",0,0
2008,203,2008,"D",0,0
2008,204,2011,"LW",7,0
2008,205,2008,"LW",0,0
2008,206,2008,"LW",0,0
2008,207,2016,"G",130,16.6
2008,208,2008,"D",0,0
2008,209,2008,"D",0,0
2008,210,2008,"D",0,0
2008,211,2008,"C",0,0
2009,1,2025,"C",1184,127.6
2009,2,2025,"D",1131,132.6
2009,3,2025,"C",1138,93.6
2009,4,2024,"LW",930,68.4
2009,5,2025,"C",1022,68.4
2009,6,2025,"D",1059,85.9
2009,7,2025,"C",985,74.2
2009,8,2012,"RW",1,0
2009,9,2016,"D",249,8.3
2009,10,2019,"LW",467,7.7
2009,11,2022,"D",566,57.4
2009,12,2025,"D",679,28.5
2009,13,2023,"RW",661,15.4
2009,14,2025,"D",1018,46.6
2009,15,2018,"C",266,6.2
2009,16,2025,"D",1042,65.6
2009,17,2016,"D",113,4
2009,18,2014,"C",50,1
2009,19,2025,"C",883,72.8
2009,20,2018,"C",315,3.1
2009,21,2022,"D",544,25.1
2009,22,2018,"C",165,4
2009,23,2015,"D",93,2.9
2009,24,2025,"C/W",983,45.2
2009,25,2016,"RW",157,0.9
2009,26,2025,"RW",900,60.5
2009,27,2009,"C",0,0
2009,28,2016,"D",124,3.1
2009,29,2015,"RW",54,0
2009,30,2017,"D",193,11
2009,31,2022,"G",168,26.6
2009,32,2018,"C",77,0.3
2009,33,2025,"C",1152,80.5
2009,34,2015,"LW",12,0.1
2009,35,2023,"LW",753,9.8
2009,36,2016,"C",23,0.3
2009,37,2015,"D",9,0.2
2009,38,2023,"RW",651,20.4
2009,39,2024,"LW",820,36.2
2009,40,2017,"C",215,0
2009,41,2009,"RW",0,0
2009,42,2009,"D",0,0
2009,43,2009,"D",0,0
2009,44,2021,"C",98,1
2009,45,2015,"LW",82,2.4
2009,46,2022,"G",364,70.5
2009,47,2009,"C",0,0
2009,48,2009,"D",0,0
2009,49,2019,"D",87,4.7
2009,50,2009,"RW",0,0
