"year","overall","to","pos","ps","gp","adj_ps","reg"
2010,27,2014,"G",0.2,1,0.2,FALSE
2010,29,2017,"F",3.5,173,3.5,FALSE
2010,31,2024,"F",8.7,420,8.7,TRUE
2010,32,2010,"F",0,0,0,FALSE
2010,33,2016,"F",0,3,0,FALSE
2010,34,2020,"F",0,1,0,FALSE
2010,35,2010,"F",0,0,0,FALSE
2010,39,2016,"F",0,17,0,FALSE
2010,40,2016,"F",0,27,0,FALSE
2010,41,2023,"D",17,504,17,TRUE
2010,42,2019,"F",5.9,395,5.9,TRUE
2010,43,2010,"F",0,0,0,FALSE
2010,44,2010,"F",0,0,0,FALSE
2010,45,2019,"F",15.2,325,15.2,TRUE
2010,46,2020,"D",6.6,227,6.6,TRUE
2010,48,2015,"F",0,1,0,FALSE
2010,50,2019,"F",1.3,81,1.3,FALSE
2010,52,2010,"F",0,0,0,FALSE
2010,53,2021,"D",0,20,0,FALSE
2010,55,2015,"F",0.2,3,0.2,FALSE
2010,56,2022,"F",6.7,488,6.7,TRUE
2010,57,2019,"F",7.8,252,7.8,TRUE
2010,58,2014,"G",0,1,0,FALSE
2010,60,2020,"D",6.9,167,6.9,FALSE
2010,61,2010,"F",0,0,0,FALSE
2010,62,2022,"F",1.4,233,1.4,TRUE
2010,63,2010,"D",0,0,0,FALSE
2010,64,2015,"F",0,23,0,FALSE
2010,65,2010,"F",0,0,0,FALSE
2010,67,2015,"D",0.1,10,0.1,FALSE
2010,68,2010,"D",0,0,0,FALSE
2010,69,2010,"F",0,0,0,FALSE
2010,70,2020,"F",4.9,218,4.9,TRUE
2010,71,2018,"F",1.8,113,1.8,FALSE
2010,72,2010,"D",0,0,0,FALSE
2010,73,2010,"D",0,0,0,FALSE
2010,74,2010,"F",0,0,0,FALSE
2010,75,2010,"F",0,0,0,FALSE
2010,76,2010,"F",0,0,0,FALSE
2010,77,2010,"F",0,0,0,FALSE
2010,78,2010,"D",0,0,0,FALSE
2010,79,2010,"F",0,0,0,FALSE
2010,81,2010,"F",0,0,0,FALSE
2010,82,2010,"F",0,0,0,FALSE
2010,83,2010,"D",0,0,0,FALSE
2010,85,2010,"D",0,0,0,FALSE
2010,86,2016,"F",0.3,26,0.3,FALSE
2010,87,2017,"D",0.4,30,0.4,FALSE
2010,88,2010,"F",0,0,0,FALSE
2010,89,2021,"F",0,182,0,FALSE
2010,90,2021,"F",1.5,444,1.5,TRUE
2010,91,2010,"D",0,0,0,FALSE
2010,92,2010,"G",0,0,0,FALSE
2010,93,2010,"D",0,0,0,FALSE
2010,94,2010,"D",0,0,0,FALSE
2010,95,2010,"D",0,0,0,FALSE
2010,96,2010,"D",0,0,0,FALSE
2010,97,2016,"F",0,63,0,FALSE
2010,98,2010,"F",0,0,0,FALSE
2010,99,2022,"F",19.2,474,19.2,TRUE
2010,100,2010,"F",0,0,0,FALSE
2010,101,2010,"F",0,0,0,FALSE
2010,102,2010,"G",0,0,0,FALSE
2010,103,2016,"D",0,2,0,FALSE
2010,105,2015,"F",0,3,0,FALSE
2010,106,2021,"F",4.5,226,4.5,TRUE
2010,107,2014,"G",0.1,2,0.1,FALSE
2010,108,2014,"F",0,1,0,FALSE
2010,109,2010,"D",0,0,0,FALSE
2010,110,2020,"F",3.2,232,3.2,TRUE
2010,111,2017,"F",2.6,83,2.6,FALSE
2010,113,2010,"F",0,0,0,FALSE
2010,114,2010,"D",0,0,0,FALSE
2010,115,2010,"D",0,0,0,FALSE
2010,116,2017,"D",0.9,45,0.9,FALSE
2010,117,2016,"D",0,3,0,FALSE
2010,118,2010,"F",0,0,0,FALSE
2010,119,2016,"F",1.3,89,1.3,FALSE
2010,120,2010,"F",0,0,0,FALSE
2010,121,2015,"G",0,1,0,FALSE
2010,124,2010,"D",0,0,0,FALSE
2010,125,2010,"D",0,0,0,FALSE
2010,126,2010,"F",0,0,0,FALSE
2010,127,2010,"F",0,0,0,FALSE
2010,128,2010,"G",0,0,0,FALSE
2010,129,2018,"F",0,75,0,FALSE
2010,130,2010,"F",0,0,0,FALSE
2010,132,2020,"D",5,105,5,FALSE
2010,133,2020,"F",13.1,335,13.1,TRUE
2010,134,2010,"F",0,0,0,FALSE
2010,135,2014,"F",0.3,4,0.3,FALSE
2010,136,2010,"D",0,0,0,FALSE
2010,137,2010,"D",0,0,0,FALSE
2010,139,2010,"F",0,0,0,FALSE
2010,140,2021,"F",1.9,86,1.9,FALSE
2010,142,2010,"F",0,0,0,FALSE
2010,143,2010,"F",0,0,0,FALSE
2010,145,2010,"D",0,0,0,FALSE
2010,146,2010,"F",0,0,0,FALSE
2010,149,2010,"F",0,0,0,FALSE
2010,150,2010,"F",0,0,0,FALSE
2010,151,2010,"F",0,0,0,FALSE
2010,152,2010,"D",0,0,0,FALSE
2010,153,2010,"F",0,0,0,FALSE
2010,154,2020,"D",7.5,264,7.5,TRUE
2010,155,2010,"D",0,0,0,FALSE
2010,156,2010,"F",0,0,0,FALSE
2010,157,2024,"F",19.2,703,19.2,TRUE
2010,158,2010,"F",0,0,0,FALSE
2010,159,2010,"G",0,0,0,FALSE
2010,160,2010,"F",0,0,0,FALSE
2010,161,2010,"F",0,0,0,FALSE
2010,162,2021,"D",4.3,180,4.3,FALSE
2010,163,2010,"D",0,0,0,FALSE
2010,164,2010,"F",0,0,0,FALSE
2010,165,2017,"G",0,8,0,FALSE
2010,166,2010,"F",0,0,0,FALSE
2010,167,2010,"D",0,0,0,FALSE
2010,168,2021,"D",4.7,197,4.7,FALSE
2010,169,2010,"D",0,0,0,FALSE
2010,170,2010,"D",0,0,0,FALSE
2010,171,2010,"F",0,0,0,FALSE
2010,172,2016,"F",0,1,0,FALSE
2010,173,2010,"F",0,0,0,FALSE
2010,174,2010,"G",0,0,0,FALSE
2010,175,2010,"G",0,0,0,FALSE
2010,176,2010,"D",0,0,0,FALSE
2010,177,2010,"D",0,0,0,FALSE
2010,179,2010,"D",0,0,0,FALSE
2010,180,2010,"D",0,0,0,FALSE
2010,181,2010,"F",0,0,0,FALSE
2010,182,2010,"F",0,0,0,FALSE
2010,183,2010,"D",0,0,0,FALSE
2010,184,2010,"G",0,0,0,FALSE
2010,185,2010,"G",0,0,0,FALSE
2010,186,2010,"D",0,0,0,FALSE
2010,188,2010,"D",0,0,0,FALSE
2010,189,2010,"F",0,0,0,FALSE
2010,190,2010,"F",0,0,0,FALSE
2010,191,2010,"G",0,0,0,FALSE
2010,192,2010,"F",0,0,0,FALSE
2010,193,2014,"F",0,5,0,FALSE
2010,194,2010,"F",0,0,0,FALSE
2010,195,2010,"D",0,0,0,FALSE
2010,196,2010,"D",0,0,0,FALSE
2010,197,2010,"F",0,0,0,FALSE
2010,198,2013,"F",0,2,0,FALSE
2010,199,2010,"D",0,0,0,FALSE
2010,200,2010,"F",0,0,0,FALSE
2010,201,2010,"D",0,0,0,FALSE
2010,202,2010,"F",0,0,0,FALSE
2010,203,2010,"F",0,0,0,FALSE
2010,204,2010,"F",0,0,0,FALSE
2010,205,2010,"D",0,0,0,FALSE
2010,206,2010,"D",0,0,0,FALSE
2010,207,2010,"F",0,0,0,FALSE
2010,208,2010,"F",0,0,0,FALSE
2010,209,2015,"F",0,1,0,FALSE
2010,210,2020,"D",2.9,91,2.9,FALSE
2011,2,2022,"F",65.6,738,65.6,TRUE
2011,11,2018,"D",0,20,0,FALSE
2011,12,2019,"D",7.2,175,7.2,FALSE
2011,13,2022,"F",14.5,292,14.5,TRUE
2011,17,2023,"D",18.8,471,18.8,TRUE
2011,18,2017,"F",0,2,0,FALSE
2011,19,2020,"D",23.2,378,23.2,TRUE
2011,22,2011,"F",0,0,0,FALSE
2011,23,2019,"D",5.4,162,5.4,FALSE
2011,24,2019,"F",1,87,1,FALSE
2011,25,2016,"D",0,12,0,FALSE
2011,28,2011,"F",0,0,0,FALSE
2011,29,2017,"F",0.2,31,0.2,FALSE
2011,31,2015,"D",0.1,4,0.1,FALSE
2011,32,2019,"F",2.5,99,2.5,FALSE
2011,33,2022,"F",6,203,6,TRUE
2011,35,2021,"F",3.7,221,3.7,TRUE
2011,36,2019,"D",5.1,90,5.1,FALSE
2011,38,2024,"G",2.3,26,2.3,FALSE
2011,40,2016,"F",0,9,0,FALSE
2011,41,2022,"F",4.6,315,4.6,TRUE
2011,42,2022,"F",20.9,506,20.9,TRUE
2011,44,2023,"F",6.4,391,6.4,TRUE
2011,45,2020,"F",7.8,335,7.8,TRUE
2011,48,2021,"D",6.3,178,6.3,FALSE
2011,49,2021,"G",1.9,16,1.9,FALSE
2011,50,2014,"F",0,11,0,FALSE
2011,51,2011,"F",0,0,0,FALSE
2011,52,2020,"F",0.9,167,0.9,FALSE
2011,54,2023,"D",8.4,255,8.4,TRUE
2011,55,2018,"D",1.1,44,1.1,FALSE
2011,56,2016,"F",0,41,0,FALSE
2011,57,2017,"D",0.2,30,0.2,FALSE
2011,59,2011,"D",0,0,0,FALSE
2011,60,2011,"F",0,0,0,FALSE
2011,61,2018,"F",2.6,128,2.6,FALSE
2011,62,2011,"G",0,0,0,FALSE
2011,63,2016,"D",0,13,0,FALSE
2011,65,2023,"F",0.8,68,0.8,FALSE
2011,70,2016,"D",0.1,2,0.1,FALSE
2011,71,2011,"G",0,0,0,FALSE
2011,72,2023,"F",0,31,0,FALSE
2011,73,2018,"D",0,4,0,FALSE
2011,74,2011,"F",0,0,0,FALSE
2011,76,2022,"F",1.3,232,1.3,TRUE
2011,77,2018,"F",0,12,0,FALSE
2011,78,2011,"D",0,0,0,FALSE
2011,79,2018,"D",3.3,170,3.3,FALSE
2011,80,2023,"F",1,188,1,FALSE
2011,81,2011,"F",0,0,0,FALSE
2011,82,2020,"F",2,299,2,TRUE
2011,83,2021,"D",1.5,46,1.5,FALSE
2011,84,2011,"D",0,0,0,FALSE
2011,85,2020,"F",1.6,106,1.6,FALSE
2011,86,2023,"F",8.5,265,8.5,TRUE
2011,87,2014,"D",0,1,0,FALSE
2011,89,2011,"D",0,0,0,FALSE
2011,90,2017,"F",0,9,0,FALSE
2011,91,2022,"F",0,61,0,FALSE
2011,92,2017,"D",0,3,0,FALSE
2011,93,2011,"F",0,0,0,FALSE
2011,94,2011,"F",0,0,0,FALSE
2011,95,2017,"D",0.5,19,0.5,FALSE
2011,97,2011,"D",0,0,0,FALSE
2011,99,2019,"F",3.3,133,3.3,FALSE
2011,100,2011,"D",0,0,0,FALSE
2011,102,2011,"F",0,0,0,FALSE
2011,103,2022,"F",0.6,24,0.6,FALSE
2011,104,2024,"F",77.7,763,77.7,TRUE
2011,105,2011,"F",0,0,0,FALSE
2011,106,2011,"F",0,0,0,FALSE
2011,107,2011,"F",0,0,0,FALSE
2011,108,2011,"F",0,0,0,FALSE
2011,109,2011,"F",0,0,0,FALSE
2011,110,2016,"F",0.2,17,0.2,FALSE
2011,111,2011,"F",0,0,0,FALSE
2011,112,2011,"D",0,0,0,FALSE
2011,113,2011,"D",0,0,0,FALSE
2011,114,2021,"F",8,478,8,TRUE
2011,115,2011,"F",0,0,0,FALSE
2011,116,2011,"D",0,0,0,FALSE
2011,117,2011,"G",0,0,0,FALSE
2011,118,2011,"F",0,0,0,FALSE
2011,119,2011,"D",0,0,0,FALSE
2011,120,2011,"F",0,0,0,FALSE
2011,121,2015,"F",0,7,0,FALSE
2011,122,2011,"D",0,0,0,FALSE
2011,123,2011,"F",0,0,0,FALSE
2011,124,2011,"F",0,0,0,FALSE
2011,125,2014,"F",0,10,0,FALSE
2011,126,2022,"D",5.5,170,5.5,FALSE
2011,127,2011,"D",0,0,0,FALSE
2011,128,2011,"F",0,0,0,FALSE
2011,129,2019,"F",0,38,0,FALSE
2011,130,2011,"F",0,0,0,FALSE
2011,132,2011,"G",0,0,0,FALSE
2011,134,2011,"F",0,0,0,FALSE
2011,135,2011,"D",0,0,0,FALSE
2011,136,2011,"D",0,0,0,FALSE
2011,137,2011,"D",0,0,0,FALSE
2011,138,2016,"D",0.8,13,0.8,FALSE
2011,139,2021,"F",25.9,544,25.9,TRUE
2011,140,2011,"F",0,0,0,FALSE
2011,141,2011,"F",0,0,0,FALSE
2011,142,2011,"D",0,0,0,FALSE
2011,143,2016,"F",0,6,0,FALSE
2011,144,2015,"F",0,2,0,FALSE
2011,145,2011,"F",0,0,0,FALSE
2011,146,2011,"D",0,0,0,FALSE
2011,147,2011,"D",0,0,0,FALSE
2011,148,2021,"D",6.8,170,6.8,FALSE
2011,149,2011,"F",0,0,0,FALSE
2011,150,2018,"D",0.3,76,0.3,FALSE
2011,151,2018,"D",0.4,33,0.4,FALSE
2011,152,2014,"F",0.1,5,0.1,FALSE
2011,153,2011,"D",0,0,0,FALSE
2011,154,2011,"D",0,0,0,FALSE
2011,155,2011,"F",0,0,0,FALSE
2011,156,2011,"F",0,0,0,FALSE
2011,157,2016,"G",0,1,0,FALSE
2011,158,2023,"F",2.6,192,2.6,FALSE
2011,159,2011,"D",0,0,0,FALSE
2011,161,2011,"G",0,0,0,FALSE
2011,162,2011,"F",0,0,0,FALSE
2011,163,2011,"G",0,0,0,FALSE
2011,164,2024,"G",22.2,140,22.2,TRUE
2011,165,2011,"F",0,0,0,FALSE
2011,166,2011,"F",0,0,0,FALSE
2011,167,2014,"G",1,7,1,FALSE
2011,168,2011,"F",0,0,0,FALSE
2011,169,2011,"D",0,0,0,FALSE
2011,170,2018,"F",0,8,0,FALSE
2011,171,2024,"F",0.3,94,0.3,FALSE
2011,172,2011,"D",0,0,0,FALSE
2011,173,2011,"D",0,0,0,FALSE
2011,174,2023,"F",7.4,305,7.4,TRUE
2011,175,2011,"D",0,0,0,FALSE
2011,176,2011,"F",0,0,0,FALSE
2011,178,2018,"G",0.2,1,0.2,FALSE
2011,180,2011,"F",0,0,0,FALSE
2011,181,2011,"G",0,0,0,FALSE
2011,182,2011,"G",0,0,0,FALSE
2011,183,2011,"D",0,0,0,FALSE
2011,184,2018,"F",1,134,1,FALSE
2011,185,2011,"F",0,0,0,FALSE
2011,186,2011,"D",0,0,0,FALSE
2011,187,2011,"D",0,0,0,FALSE
2011,189,2011,"D",0,0,0,FALSE
2011,190,2022,"G",4.7,40,4.7,FALSE
2011,191,2021,"F",1.4,84,1.4,FALSE
2011,192,2011,"D",0,0,0,FALSE
2011,193,2016,"F",0,12,0,FALSE
2011,195,2017,"D",4.6,150,4.6,FALSE
2011,196,2011,"F",0,0,0,FALSE
2011,197,2011,"F",0,0,0,FALSE
2011,198,2011,"D",0,0,0,FALSE
2011,199,2018,"F",0,2,0,FALSE
2011,200,2011,"F",0,0,0,FALSE
2011,201,2022,"F",0.6,83,0.6,FALSE
2011,202,2011,"F",0,0,0,FALSE
2011,203,2011,"D",0,0,0,FALSE
2011,204,2022,"F",17.7,404,17.7,TRUE
2011,205,2017,"D",5.3,121,5.3,FALSE
2011,206,2011,"F",0,0,0,FALSE
2011,207,2011,"D",0,0,0,FALSE
2011,209,2020,"F",2.8,193,2.8,FALSE
2011,210,2011,"D",0,0,0,FALSE
2011,211,2011,"G",0,0,0,FALSE
2012,1,2018,"F",10.7,350,10.7,TRUE
2012,2,2023,"D",23.4,445,23.4,TRUE
2012,3,2023,"F",35.3,654,35.3,TRUE
2012,4,2016,"D",0.4,37,0.4,FALSE
2012,8,2024,"D",7.8,226,7.8,TRUE
2012,10,2022,"D",5.9,186,5.9,FALSE
2012,12,2021,"F",5,249,5,TRUE
2012,24,2024,"G",10.7,87,10.7,FALSE
2012,25,2019,"D",0.5,42,0.5,FALSE
2012,27,2015,"F",0,3,0,FALSE
2012,29,2022,"F",0,92,0,FALSE
2012,31,2021,"G",0.8,6,0.8,FALSE
2012,32,2012,"F",0,0,0,FALSE
2012,33,2012,"F",0,0,0,FALSE
2012,34,2012,"D",0,0,0,FALSE
2012,35,2012,"D",0,0,0,FALSE
2012,36,2018,"F",0,3,0,FALSE
2012,37,2020,"F",3.2,132,3.2,FALSE
2012,39,2012,"F",0,0,0,FALSE
2012,40,2012,"D",0,0,0,FALSE
2012,41,2012,"F",0,0,0,FALSE
2012,42,2018,"D",0.4,2,0.4,FALSE
2012,43,2012,"D",0,0,0,FALSE
2012,46,2012,"F",0,0,0,FALSE
2012,48,2012,"D",0,0,0,FALSE
2012,49,2022,"F",2.9,124,2.9,FALSE
2012,51,2012,"D",0,0,0,FALSE
2012,53,2012,"F",0,0,0,FALSE
2012,54,2012,"F",0,0,0,FALSE
2012,55,2024,"F",16.4,649,16.4,TRUE
2012,56,2012,"F",0,0,0,FALSE
2012,57,2012,"F",0,0,0,FALSE
2012,59,2020,"F",1.4,76,1.4,FALSE
2012,63,2024,"F",2.7,337,2.7,TRUE
2012,64,2012,"F",0,0,0,FALSE
2012,67,2024,"F",1.5,123,1.5,FALSE
2012,68,2012,"D",0,0,0,FALSE
2012,69,2012,"G",0,0,0,FALSE
2012,70,2016,"F",0.2,8,0.2,FALSE
2012,71,2017,"F",0,3,0,FALSE
2012,72,2012,"F",0,0,0,FALSE
2012,73,2012,"F",0,0,0,FALSE
2012,75,2023,"G",3.5,35,3.5,FALSE
2012,76,2024,"G",12.1,67,12.1,FALSE
2012,79,2012,"F",0,0,0,FALSE
2012,80,2012,"G",0,0,0,FALSE
2012,82,2012,"F",0,0,0,FALSE
2012,84,2012,"F",0,0,0,FALSE
2012,88,2012,"D",0,0,0,FALSE
2012,89,2020,"F",3.4,187,3.4,FALSE
2012,90,2012,"F",0,0,0,FALSE
2012,91,2012,"F",0,0,0,FALSE
2012,92,2012,"F",0,0,0,FALSE
2012,94,2012,"F",0,0,0,FALSE
2012,96,2017,"F",0,3,0,FALSE
2012,97,2019,"F",0.8,28,0.8,FALSE
2012,98,2012,"F",0,0,0,FALSE
2012,99,2012,"F",0,0,0,FALSE
2012,100,2020,"F",0,2,0,FALSE
2012,101,2022,"F",5.1,448,5.1,TRUE
2012,102,2012,"D",0,0,0,FALSE
2012,103,2012,"D",0,0,0,FALSE
2012,104,2022,"F",2.5,91,2.5,FALSE
2012,106,2012,"D",0,0,0,FALSE
2012,107,2012,"F",0,0,0,FALSE
2012,108,2012,"D",0,0,0,FALSE
2012,109,2012,"F",0,0,0,FALSE
2012,111,2012,"D",0,0,0,FALSE
2012,112,2012,"F",0,0,0,FALSE
2012,113,2012,"G",0,0,0,FALSE
2012,114,2012,"F",0,0,0,FALSE
2012,115,2020,"D",0,7,0,FALSE
2012,116,2012,"D",0,0,0,FALSE
2012,117,2018,"F",0,55,0,FALSE
2012,118,2012,"D",0,0,0,FALSE
2012,119,2012,"D",0,0,0,FALSE
2012,121,2020,"F",0.8,43,0.8,FALSE
2012,122,2023,"F",1.9,134,1.9,FALSE
2012,123,2012,"D",0,0,0,FALSE
2012,124,2012,"D",0,0,0,FALSE
2012,125,2012,"D",0,0,0,FALSE
2012,127,2012,"D",0,0,0,FALSE
2012,128,2012,"D",0,0,0,FALSE
2012,129,2016,"F",0,7,0,FALSE
2012,131,2022,"F",1.3,80,1.3,FALSE
2012,132,2012,"F",0,0,0,FALSE
2012,133,2012,"F",0,0,0,FALSE
2012,134,2012,"F",0,0,0,FALSE
2012,135,2012,"F",0,0,0,FALSE
2012,136,2012,"F",0,0,0,FALSE
2012,137,2023,"D",8.4,242,8.4,TRUE
2012,138,2022,"F",0.1,30,0.1,FALSE
2012,139,2012,"F",0,0,0,FALSE
2012,140,2012,"D",0,0,0,FALSE
2012,141,2012,"D",0,0,0,FALSE
2012,142,2012,"F",0,0,0,FALSE
2012,143,2012,"D",0,0,0,FALSE
2012,144,2012,"G",0,0,0,FALSE
2012,145,2012,"F",0,0,0,FALSE
2012,146,2012,"G",0,0,0,FALSE
2012,148,2012,"D",0,0,0,FALSE
2012,149,2012,"D",0,0,0,FALSE
2012,152,2012,"F",0,0,0,FALSE
2012,153,2012,"F",0,0,0,FALSE
2012,154,2012,"F",0,0,0,FALSE
2012,155,2012,"D",0,0,0,FALSE
2012,157,2012,"F",0,0,0,FALSE
2012,158,2018,"F",0,9,0,FALSE
2012,159,2012,"G",0,0,0,FALSE
2012,160,2012,"F",0,0,0,FALSE
2012,161,2019,"D",5.7,103,5.7,FALSE
2012,162,2020,"F",1.7,101,1.7,FALSE
2012,164,2012,"D",0,0,0,FALSE
2012,165,2012,"F",0,0,0,FALSE
2012,166,2012,"G",0,0,0,FALSE
2012,167,2022,"F",0,16,0,FALSE
2012,168,2012,"D",0,0,0,FALSE
2012,170,2012,"D",0,0,0,FALSE
2012,171,2019,"F",0.4,27,0.4,FALSE
2012,172,2012,"F",0,0,0,FALSE
2012,173,2012,"F",0,0,0,FALSE
2012,174,2012,"F",0,0,0,FALSE
2012,176,2022,"D",0.4,49,0.4,FALSE
2012,177,2012,"F",0,0,0,FALSE
2012,178,2012,"F",0,0,0,FALSE
2012,179,2017,"G",3,31,3,FALSE
2012,180,2012,"F",0,0,0,FALSE
2012,181,2022,"D",3.6,70,3.6,FALSE
2012,182,2012,"D",0,0,0,FALSE
2012,183,2012,"D",0,0,0,FALSE
2012,184,2018,"G",0.2,2,0.2,FALSE
2012,185,2020,"D",0,4,0,FALSE
2012,186,2012,"F",0,0,0,FALSE
2012,187,2012,"D",0,0,0,FALSE
2012,188,2012,"F",0,0,0,FALSE
2012,189,2012,"F",0,0,0,FALSE
2012,190,2012,"G",0,0,0,FALSE
2012,191,2012,"G",0,0,0,FALSE
2012,192,2015,"F",0,1,0,FALSE
2012,193,2017,"D",0.1,5,0.1,FALSE
2012,194,2012,"D",0,0,0,FALSE
2012,195,2021,"D",7.2,155,7.2,FALSE
2012,196,2012,"D",0,0,0,FALSE
2012,197,2012,"D",0,0,0,FALSE
2012,198,2021,"D",5.4,145,5.4,FALSE
2012,199,2024,"G",0.8,6,0.8,FALSE
2012,200,2012,"F",0,0,0,FALSE
2012,201,2012,"D",0,0,0,FALSE
2012,202,2021,"F",4,97,4,FALSE
2012,203,2012,"G",0,0,0,FALSE
2012,204,2012,"F",0,0,0,FALSE
2012,205,2012,"F",0,0,0,FALSE
2012,206,2012,"F",0,0,0,FALSE
2012,207,2012,"F",0,0,0,FALSE
2012,208,2012,"D",0,0,0,FALSE
2012,209,2016,"D",0.6,4,0.6,FALSE
2012,211,2012,"D",0,0,0,FALSE
2013,11,2021,"D",0,29,0,FALSE
2013,18,2020,"D",4.9,185,4.9,FALSE
2013,19,2019,"F",1.4,43,1.4,FALSE
2013,21,2022,"F",1.1,178,1.1,FALSE
2013,22,2016,"F",0,8,0,FALSE
2013,24,2017,"F",0,15,0,FALSE
2013,27,2020,"F",4.5,141,4.5,FALSE
2013,28,2018,"F",0,1,0,FALSE
2013,31,2019,"D",1,60,1,FALSE
2013,32,2018,"D",0.8,46,0.8,FALSE
2013,33,2024,"F",3.6,379,3.6,TRUE
2013,34,2021,"F",0,242,0,TRUE
2013,36,2022,"G",0.5,4,0.5,FALSE
2013,37,2020,"F",1.4,55,1.4,FALSE
2013,38,2013,"F",0,0,0,FALSE
2013,39,2023,"F",0,94,0,FALSE
2013,40,2022,"F",1.4,107,1.4,FALSE
2013,43,2024,"F",0.3,170,0.3,FALSE
2013,45,2017,"F",0,5,0,FALSE
2013,46,2024,"D",1.4,63,1.4,FALSE
2013,47,2013,"D",0,0,0,FALSE
2013,48,2013,"F",0,0,0,FALSE
2013,49,2013,"F",0,0,0,FALSE
2013,50,2023,"D",0.8,23,0.8,FALSE
2013,51,2022,"D",2.2,67,2.2,FALSE
2013,52,2024,"F",0.3,141,0.3,FALSE
2013,53,2022,"D",5.3,158,5.3,FALSE
2013,54,2013,"G",0,0,0,FALSE
2013,56,2013,"F",0,0,0,FALSE
2013,60,2013,"D",0,0,0,FALSE
2013,61,2024,"F",8.2,334,8.2,TRUE
2013,62,2013,"F",0,0,0,FALSE
2013,64,2013,"D",0,0,0,FALSE
2013,65,2013,"F",0,0,0,FALSE
2013,67,2013,"D",0,0,0,FALSE
2013,68,2013,"D",0,0,0,FALSE
2013,69,2018,"F",1.1,47,1.1,FALSE
2013,70,2013,"G",0,0,0,FALSE
2013,71,2013,"F",0,0,0,FALSE
2013,72,2019,"F",0,11,0,FALSE
2013,73,2013,"F",0,0,0,FALSE
2013,76,2013,"F",0,0,0,FALSE
2013,81,2022,"F",0.3,51,0.3,FALSE
2013,83,2015,"F",0,1,0,FALSE
2013,84,2013,"F",0,0,0,FALSE
2013,85,2013,"F",0,0,0,FALSE
2013,86,2019,"F",7.5,216,7.5,TRUE
2013,87,2013,"D",0,0,0,FALSE
2013,88,2018,"F",1.4,102,1.4,FALSE
2013,90,2020,"F",1,40,1,FALSE
2013,91,2016,"F",0,9,0,FALSE
2013,92,2013,"G",0,0,0,FALSE
2013,93,2022,"D",0,25,0,FALSE
2013,94,2013,"F",0,0,0,FALSE
2013,95,2013,"F",0,0,0,FALSE
2013,96,2013,"F",0,0,0,FALSE
2013,97,2013,"D",0,0,0,FALSE
2013,98,2013,"F",0,0,0,FALSE
2013,102,2016,"F",0.1,6,0.1,FALSE
2013,103,2018,"F",0,2,0,FALSE
2013,105,2013,"F",0,0,0,FALSE
2013,106,2013,"G",0,0,0,FALSE
2013,107,2013,"D",0,0,0,FALSE
2013,108,2023,"D",2,198,2,FALSE
2013,109,2013,"F",0,0,0,FALSE
2013,111,2013,"D",0,0,0,FALSE
2013,112,2013,"F",0,0,0,FALSE
2013,113,2013,"F",0,0,0,FALSE
2013,114,2013,"D",0,0,0,FALSE
2013,115,2013,"D",0,0,0,FALSE
2013,116,2013,"F",0,0,0,FALSE
2013,117,2013,"G",0,0,0,FALSE
2013,119,2013,"D",0,0,0,FALSE
2013,120,2013,"F",0,0,0,FALSE
2013,122,2013,"F",0,0,0,FALSE
2013,123,2022,"D",16.1,275,16.1,TRUE
2013,124,2017,"G",0.8,3,0.8,FALSE
2013,125,2023,"F",1.1,98,1.1,FALSE
2013,126,2013,"F",0,0,0,FALSE
2013,127,2023,"D",5.5,163,5.5,FALSE
2013,128,2013,"F",0,0,0,FALSE
2013,129,2024,"G",16.3,106,16.3,TRUE
2013,130,2013,"F",0,0,0,FALSE
2013,131,2013,"F",0,0,0,FALSE
2013,132,2013,"D",0,0,0,FALSE
2013,134,2021,"F",0,32,0,FALSE
2013,135,2013,"D",0,0,0,FALSE
2013,136,2013,"F",0,0,0,FALSE
2013,138,2013,"F",0,0,0,FALSE
2013,139,2013,"D",0,0,0,FALSE
2013,140,2013,"D",0,0,0,FALSE
2013,141,2013,"D",0,0,0,FALSE
2013,142,2013,"F",0,0,0,FALSE
2013,143,2013,"D",0,0,0,FALSE
2013,144,2013,"D",0,0,0,FALSE
2013,145,2013,"D",0,0,0,FALSE
2013,146,2013,"G",0,0,0,FALSE
2013,147,2013,"F",0,0,0,FALSE
2013,149,2013,"F",0,0,0,FALSE
2013,150,2013,"D",0,0,0,FALSE
2013,151,2013,"D",0,0,0,FALSE
2013,153,2013,"D",0,0,0,FALSE
2013,154,2013,"F",0,0,0,FALSE
2013,155,2013,"F",0,0,0,FALSE
2013,156,2013,"D",0,0,0,FALSE
2013,157,2013,"F",0,0,0,FALSE
2013,158,2013,"D",0,0,0,FALSE
2013,159,2021,"F",0,2,0,FALSE
2013,160,2013,"F",0,0,0,FALSE
2013,161,2013,"F",0,0,0,FALSE
2013,162,2013,"G",0,0,0,FALSE
2013,163,2013,"G",0,0,0,FALSE
2013,164,2013,"D",0,0,0,FALSE
2013,165,2013,"F",0,0,0,FALSE
2013,166,2020,"F",1.6,106,1.6,FALSE
2013,167,2013,"F",0,0,0,FALSE
2013,168,2013,"F",0,0,0,FALSE
2013,169,2013,"D",0,0,0,FALSE
2013,170,2015,"G",0.6,2,0.6,FALSE
2013,171,2013,"F",0,0,0,FALSE
2013,172,2020,"G",0.5,4,0.5,FALSE
2013,173,2013,"D",0,0,0,FALSE
